Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
2013,Padres,2062,6122,146,618,578,118,7.60%,21.40%,0.133,0.294,0.245,0.308,0.378,0.302,94,5.1,-39.1,29.5,18.6
2006,Royals,1842,6229,124,757,718,65,7.60%,16.70%,0.14,0.311,0.271,0.332,0.411,0.323,92,8.8,-58.8,37.7,18.6
2005,Blue Jays,1798,6233,136,775,735,72,7.80%,15.30%,0.142,0.296,0.265,0.331,0.407,0.323,94,3.9,-41.7,13.6,18.5
2008,Yankees,1882,6257,180,789,758,118,8.60%,16.20%,0.156,0.302,0.271,0.342,0.427,0.338,104,-1.5,29.4,-56.3,18.4
2013,Mets,1999,6207,130,619,593,114,8.20%,22.30%,0.129,0.291,0.237,0.306,0.366,0.297,89,21.4,-54,40.3,18.4
1993,Expos,2314,6233,122,732,682,228,8.70%,13.80%,0.129,0.282,0.257,0.326,0.386,0.316,90,23.6,-53.2,16.8,18.4
1986,Expos,2219,6174,110,637,602,193,8.70%,16.50%,0.124,0.292,0.254,0.322,0.379,0.311,94,0,-45,22.3,18.3
1976,Padres,2129,6050,64,570,528,92,8.10%,11.80%,0.09,0.273,0.247,0.31,0.337,0.299,89,-0.2,-72.5,47.5,18.3
1983,Giants,2120,6127,142,687,638,140,10.10%,16.20%,0.129,0.276,0.247,0.325,0.376,0.315,97,-3.8,-27.1,3.4,18.3
1998,Reds,2270,6269,138,750,723,95,9.70%,17.70%,0.14,0.303,0.262,0.337,0.402,0.326,92,0.6,-63.1,52.5,18.3
1975,Cardinals,2107,6206,81,662,619,116,7.20%,10.40%,0.103,0.294,0.273,0.327,0.376,0.32,95,5.3,-30.1,1.2,18.3
1999,Mariners,1915,6310,244,859,825,130,9.70%,17.40%,0.186,0.293,0.269,0.343,0.455,0.346,105,5.8,47.4,-71.7,18.3
1994,Cardinals,1514,4450,108,535,506,76,9.80%,15.40%,0.151,0.292,0.263,0.339,0.414,0.329,97,-5,-25.8,63.6,18.3
1985,Cubs,2243,6177,150,686,640,182,9.10%,15.20%,0.136,0.281,0.254,0.324,0.39,0.317,92,15,-39.5,12.8,18.2
1995,Dodgers,2032,5544,140,634,593,127,8.40%,18.50%,0.136,0.305,0.264,0.329,0.4,0.322,98,4.4,-11.9,11.1,18.2
2001,Dodgers,2084,6169,206,758,714,89,8.40%,17.20%,0.17,0.279,0.255,0.323,0.425,0.322,97,-0.7,-23.8,9,18.2
1982,Red Sox,1674,6262,136,753,705,42,8.70%,11.80%,0.132,0.294,0.274,0.34,0.407,0.335,100,-6.9,-6,-17,18.2
2008,Orioles,1835,6211,172,782,750,81,8.60%,15.90%,0.162,0.296,0.267,0.333,0.429,0.333,99,-4.4,-16.2,-11,18.2
1981,Yankees,1162,3994,100,421,403,47,9.80%,10.90%,0.139,0.261,0.252,0.325,0.391,0.327,109,-1.6,39,8.3,18.2
1981,Reds,1399,4115,64,461,427,58,9.10%,13.40%,0.118,0.296,0.267,0.335,0.386,0.328,104,-2,15,17.1,18.2
2002,Blue Jays,1767,6230,187,813,771,71,8.40%,18.30%,0.169,0.295,0.261,0.327,0.43,0.329,97,7.3,-19.7,-12.5,18.1
1975,Astros,2092,6194,84,663,606,133,8.40%,12.20%,0.105,0.279,0.254,0.32,0.359,0.311,94,3.6,-40.2,10.4,18.1
1978,Pirates,2025,6035,115,682,631,208,7.90%,14.50%,0.128,0.286,0.257,0.32,0.385,0.316,94,8.2,-33.2,3.6,18.1
1982,Giants,2233,6227,133,673,631,130,9.70%,14.70%,0.122,0.28,0.253,0.327,0.376,0.315,99,4,-4.2,-34.3,18.1
2005,Marlins,2131,6214,128,717,678,96,8.20%,14.80%,0.137,0.304,0.272,0.339,0.409,0.326,98,-6.7,-22.6,2.5,18.1
1999,Brewers,2281,6433,165,815,777,81,10.20%,16.60%,0.153,0.309,0.273,0.353,0.426,0.342,97,1.4,-28.8,11,18
1979,Astros,2050,6029,49,583,542,190,7.60%,12.40%,0.088,0.287,0.256,0.315,0.344,0.295,86,1.3,-98.6,73.1,18
2004,Marlins,2071,6160,148,718,677,96,8.10%,15.70%,0.143,0.295,0.264,0.329,0.406,0.321,94,-0.6,-52.3,30.1,18
1978,Giants,2083,6100,117,611,576,87,9.10%,13.30%,0.126,0.271,0.248,0.318,0.374,0.312,95,-2.2,-35.7,3.3,18
1974,White Sox,1811,6235,135,684,633,64,8.30%,13.80%,0.121,0.293,0.268,0.33,0.389,0.33,105,-5.8,25.7,-59.6,18
1990,Indians,1684,6087,110,732,675,107,7.50%,13.70%,0.124,0.295,0.267,0.324,0.391,0.32,97,-1.5,-19,-0.3,17.9
1994,Braves,1531,4349,137,542,510,48,8.70%,15.40%,0.167,0.29,0.267,0.333,0.434,0.333,97,-3.9,-21.5,59.4,17.9
1993,Indians,1781,6267,141,790,747,159,7.80%,13.50%,0.133,0.299,0.275,0.335,0.409,0.329,99,10.3,1.3,-21.4,17.9
2008,Tigers,1849,6331,200,821,780,63,9.00%,17.00%,0.173,0.301,0.271,0.34,0.444,0.343,106,-4.7,44.3,-78.7,17.9
2013,Brewers,2032,6064,157,640,610,142,6.70%,19.50%,0.145,0.294,0.252,0.311,0.398,0.311,94,-4.8,-49.5,35.3,17.9
1982,Braves,2154,6231,146,738,687,151,8.90%,13.90%,0.127,0.279,0.256,0.325,0.383,0.317,94,-0.1,-42.2,3.7,17.9
1981,Expos,1402,4068,81,443,407,138,9.00%,12.20%,0.124,0.264,0.246,0.316,0.37,0.311,93,12.9,-16.9,51.4,17.9
1981,Red Sox,1113,4281,90,519,492,32,8.80%,12.10%,0.124,0.297,0.275,0.34,0.399,0.338,110,-4.9,39.4,-5.2,17.9
1997,Expos,2215,6131,172,691,659,75,6.90%,17.70%,0.167,0.29,0.258,0.316,0.425,0.323,91,-4.4,-78.2,64.2,17.9
1982,White Sox,1871,6242,136,786,747,136,8.50%,13.90%,0.14,0.3,0.273,0.337,0.413,0.334,104,4.4,34.6,-63.1,17.8
1987,Brewers,1694,6370,163,862,832,176,9.40%,16.30%,0.152,0.311,0.276,0.346,0.428,0.338,103,0.9,25.3,-61.3,17.8
1974,Phillies,2065,6121,95,676,636,115,7.70%,13.40%,0.113,0.29,0.261,0.32,0.374,0.315,90,2.4,-70,44.8,17.8
1974,Indians,1823,6019,131,661,616,79,7.20%,12.60%,0.115,0.274,0.255,0.311,0.37,0.313,95,-9,-41.9,19.4,17.8
2001,Angels,1824,6226,158,691,662,116,7.90%,16.10%,0.144,0.29,0.261,0.327,0.405,0.318,93,0.3,-57.5,22.4,17.8
2005,Mets,1973,6146,175,722,683,153,7.90%,17.50%,0.158,0.29,0.258,0.322,0.416,0.32,93,19.7,-34.1,13.2,17.8
2005,Astros,2021,6139,161,693,654,115,7.80%,16.90%,0.152,0.288,0.256,0.322,0.408,0.318,90,-1.6,-79.3,58.5,17.7
1981,Phillies,1480,4143,69,491,453,103,9.00%,10.40%,0.115,0.291,0.273,0.341,0.389,0.332,107,3.7,34.8,-10.2,17.7
2001,Padres,2259,6278,161,789,753,129,10.80%,20.30%,0.147,0.297,0.252,0.336,0.399,0.321,97,6.4,-16.6,-7.1,17.7
1999,Padres,2305,6136,153,710,671,174,10.30%,19.10%,0.141,0.294,0.252,0.332,0.393,0.322,90,4.5,-77.1,61.1,17.6
1989,Expos,2172,6196,100,631,585,159,9.20%,15.40%,0.114,0.28,0.247,0.319,0.361,0.307,95,2.3,-33.5,4.1,17.6
1996,Athletics,1834,6402,243,861,823,58,10.00%,17.40%,0.187,0.29,0.265,0.344,0.452,0.347,103,-5.7,20.4,-73,17.6
1986,Reds,2192,6243,144,732,670,177,9.40%,14.70%,0.134,0.279,0.254,0.325,0.387,0.317,92,13.7,-43.8,11.5,17.6
1996,Rockies,2319,6333,221,961,909,201,8.30%,17.50%,0.185,0.321,0.287,0.355,0.472,0.358,93,8.9,-45.4,35.7,17.6
1995,Braves,1932,5464,168,645,618,73,9.50%,17.10%,0.16,0.276,0.25,0.326,0.409,0.324,92,-5.4,-63.3,56.8,17.6
2004,Rangers,1791,6256,227,860,825,69,8.00%,17.60%,0.191,0.291,0.266,0.329,0.457,0.336,95,8.8,-35.1,1.3,17.6
2004,Mariners,1859,6362,136,698,658,110,7.70%,16.60%,0.127,0.308,0.27,0.331,0.396,0.317,93,-4.7,-63.6,26.1,17.5
1998,Mets,2278,6257,136,706,671,62,9.10%,16.80%,0.135,0.295,0.259,0.33,0.394,0.318,93,-7.7,-65,47.1,17.5
2008,Angels,1833,6155,159,765,721,129,7.80%,16.00%,0.145,0.299,0.268,0.33,0.413,0.324,96,5.7,-24.2,-7.9,17.5
1991,Cubs,2291,6130,159,695,654,123,7.20%,14.30%,0.138,0.272,0.253,0.309,0.39,0.313,90,-0.9,-68.1,38.5,17.5
2009,Tigers,1939,6234,183,743,718,72,8.70%,17.90%,0.156,0.294,0.26,0.331,0.416,0.328,94,-2.9,-51.8,13.9,17.5
2011,Padres,1918,6074,91,593,563,170,8.20%,21.70%,0.112,0.294,0.237,0.305,0.349,0.29,86,21.3,-74.2,50,17.4
2003,Rockies,2318,6283,198,853,814,63,9.90%,18.00%,0.179,0.302,0.267,0.344,0.446,0.342,90,11.5,-67.8,39.6,17.4
1990,Expos,2246,6184,114,661,607,235,9.30%,16.50%,0.12,0.286,0.25,0.322,0.37,0.311,90,5.6,-65.8,16.9,17.4
2003,Devil Rays,1833,6212,137,715,678,142,6.80%,16.60%,0.139,0.301,0.265,0.32,0.404,0.314,90,10.4,-68.5,30,17.4
1981,Astros,1400,4156,45,394,369,81,8.20%,11.70%,0.099,0.283,0.257,0.318,0.356,0.306,97,0.4,-13.3,39,17.4
1997,Rangers,1921,6266,187,807,773,72,8.00%,17.80%,0.164,0.309,0.274,0.334,0.438,0.337,95,-1.1,-42.2,-1.2,17.3
2005,Yankees,1851,6406,229,886,847,84,9.90%,15.40%,0.174,0.297,0.276,0.355,0.45,0.35,116,-7.2,114.7,-160.9,17.3
2001,Yankees,1867,6233,203,804,774,161,8.30%,16.60%,0.168,0.293,0.267,0.334,0.435,0.332,103,9.3,35.8,-73.8,17.3
2007,Devil Rays,1738,6280,187,782,750,131,8.70%,21.10%,0.165,0.318,0.268,0.336,0.433,0.335,103,4.6,25.7,-66,17.3
2009,Rangers,1748,6127,224,784,748,149,7.70%,20.50%,0.185,0.296,0.26,0.32,0.445,0.331,92,6.6,-52.3,15.7,17.2
1999,Cardinals,2275,6354,194,809,763,134,9.60%,18.90%,0.163,0.3,0.262,0.338,0.426,0.334,92,5.2,-64.6,38.5,17.2
2005,Nationals,2227,6142,117,639,615,45,8.00%,17.70%,0.134,0.293,0.252,0.322,0.386,0.309,88,-8.8,-105.3,78.8,17.2
1997,White Sox,2014,6201,158,779,740,106,9.20%,14.50%,0.144,0.298,0.273,0.341,0.417,0.334,100,-0.8,1.2,-43.1,17.2
2007,Athletics,1776,6365,171,741,711,52,10.40%,17.60%,0.151,0.29,0.256,0.338,0.407,0.328,99,-7.4,-12.5,-32.1,17.2
1984,Indians,1833,6375,123,761,704,126,9.40%,12.80%,0.119,0.288,0.265,0.335,0.384,0.325,99,-5.6,-12.9,-25.8,17.1
2010,Mets,2063,6144,128,656,625,130,8.20%,17.80%,0.134,0.287,0.249,0.314,0.383,0.307,89,9.9,-71.6,43.5,17.1
1986,Orioles,1806,6203,169,708,669,64,9.10%,13.90%,0.137,0.276,0.258,0.327,0.395,0.323,99,-1.3,-11,-28.8,17.1
2006,Angels,1950,6221,159,766,737,148,7.80%,14.70%,0.15,0.301,0.274,0.334,0.425,0.327,95,15.1,-23.6,-12.1,17.1
1985,Mariners,1730,6181,171,719,686,94,9.10%,15.20%,0.157,0.279,0.256,0.326,0.413,0.328,100,3,5.3,-43.4,17.1
2012,Twins,1805,6209,131,701,667,135,8.10%,17.20%,0.13,0.298,0.26,0.325,0.39,0.313,96,9,-17.1,-22.1,17.1
1984,Pirates,2030,6104,98,613,586,96,7.10%,13.70%,0.108,0.283,0.255,0.309,0.363,0.302,86,-5.6,-101.9,66.3,17.1
1978,Angels,1706,6206,108,691,646,86,8.70%,11.00%,0.111,0.276,0.259,0.33,0.37,0.319,102,-8.5,4.3,-45.7,17.1
1993,Red Sox,1830,6196,114,686,644,73,8.20%,14.10%,0.131,0.293,0.264,0.33,0.395,0.322,90,0.1,-76.6,50.8,17.1
2000,Royals,1875,6394,150,879,831,121,8.00%,13.10%,0.138,0.312,0.288,0.348,0.425,0.338,89,8.9,-82.8,33.1,17.1
1977,Padres,2313,6355,120,692,652,133,9.50%,16.60%,0.126,0.287,0.249,0.324,0.375,0.312,93,8.1,-45.1,5.9,17.1
1978,Astros,2110,6035,70,605,557,178,7.20%,12.30%,0.097,0.285,0.258,0.313,0.355,0.301,93,13.7,-33,-6.9,17.1
2010,Marlins,2035,6194,152,719,686,92,8.30%,22.20%,0.149,0.309,0.254,0.321,0.403,0.318,92,11.3,-47.3,16.8,17.1
1998,Padres,2282,6245,167,749,715,79,9.70%,17.20%,0.155,0.285,0.253,0.33,0.409,0.325,99,-0.4,-7.6,-14.5,17
1975,Rangers,1754,6343,134,714,675,102,9.70%,13.60%,0.115,0.279,0.256,0.33,0.371,0.322,99,-3.3,-12.7,-31.8,16.9
1988,Royals,1744,6086,121,704,671,137,8.00%,15.50%,0.131,0.291,0.259,0.321,0.391,0.319,99,2.3,-7.5,-34,16.9
1986,Padres,2356,6118,136,656,629,96,7.90%,15.00%,0.126,0.29,0.261,0.321,0.388,0.314,96,-8.6,-36.8,1.3,16.9
1983,Red Sox,1700,6251,142,724,690,30,8.60%,12.10%,0.139,0.289,0.27,0.335,0.409,0.332,99,-5.2,-10.2,-33.2,16.9
2006,Orioles,1868,6240,164,768,727,121,7.60%,14.10%,0.146,0.302,0.277,0.339,0.424,0.331,96,-4.1,-36,-2.7,16.9
2002,Mets,2229,6150,160,690,650,87,7.90%,17.00%,0.139,0.289,0.256,0.322,0.395,0.314,91,-6.5,-73.6,44.5,16.9
2013,Cubs,1846,6079,172,602,576,63,7.20%,20.20%,0.154,0.275,0.238,0.3,0.392,0.304,87,-8.7,-99.4,75.3,16.9
1981,Dodgers,1461,4189,82,450,427,73,7.90%,13.10%,0.112,0.287,0.262,0.323,0.374,0.318,101,-2.3,1.2,16.5,16.8
1996,Red Sox,1785,6543,209,928,882,91,9.80%,15.60%,0.173,0.311,0.283,0.359,0.457,0.356,104,-3.3,32.1,-97,16.8
1996,Expos,2312,6168,148,741,696,108,8.00%,17.40%,0.144,0.3,0.262,0.327,0.406,0.321,92,4.9,-58.4,44.8,16.8
2002,Cubs,2258,6242,200,706,676,63,9.40%,20.30%,0.167,0.283,0.246,0.321,0.413,0.32,93,-7.1,-59.3,26.5,16.8
2006,Athletics,1743,6281,175,771,735,61,10.30%,15.50%,0.152,0.285,0.26,0.34,0.412,0.328,97,-11.3,-33.3,-8.1,16.8
1983,Padres,2122,6163,93,653,592,179,7.80%,13.30%,0.1,0.277,0.25,0.311,0.351,0.295,85,8.4,-101.1,63.8,16.7
1978,Padres,2160,6081,75,591,542,152,8.80%,13.90%,0.096,0.285,0.252,0.321,0.348,0.303,93,4.3,-41.2,-3.4,16.7
1974,Angels,1828,6085,95,618,550,120,8.40%,13.20%,0.102,0.28,0.254,0.321,0.356,0.312,102,-4.9,8.1,-48.4,16.7
2012,Dodgers,1916,6091,116,637,607,104,7.90%,19.00%,0.122,0.298,0.252,0.317,0.374,0.302,90,-6.9,-77,43.2,16.6
1998,Tigers,1897,6243,165,722,691,122,7.30%,17.10%,0.152,0.297,0.264,0.323,0.415,0.324,90,-2.6,-86.8,38.9,16.6
1981,White Sox,1251,4064,76,476,438,86,7.90%,12.70%,0.115,0.296,0.272,0.335,0.387,0.331,110,1,44.4,-16.9,16.5
1998,Brewers,2277,6232,152,707,673,81,8.50%,16.70%,0.136,0.294,0.26,0.33,0.396,0.321,91,-9.5,-83,55.2,16.5
1991,Expos,2200,6035,95,579,536,221,8.00%,17.50%,0.112,0.287,0.246,0.308,0.357,0.3,88,4.5,-79.5,43.9,16.5
2006,Brewers,2009,6130,180,730,695,71,8.20%,20.10%,0.162,0.3,0.258,0.327,0.42,0.322,89,1.8,-84.5,47.7,16.5
2000,Red Sox,2051,6371,167,792,755,43,9.60%,16.00%,0.156,0.297,0.267,0.341,0.423,0.334,92,-4.4,-76.1,21.3,16.4
1979,Twins,1891,6297,112,764,714,66,8.40%,11.00%,0.123,0.299,0.278,0.341,0.402,0.332,98,-2.9,-19.3,-27.9,16.4
1980,Rangers,1953,6320,124,756,720,91,7.60%,9.30%,0.121,0.296,0.284,0.339,0.405,0.333,107,-2.1,48.8,-106.2,16.4
2007,Dodgers,2165,6282,129,735,706,137,8.10%,13.80%,0.131,0.303,0.275,0.337,0.406,0.326,94,14.1,-37.6,-1.5,16.4
2013,Blue Jays,1877,6152,185,712,669,112,8.30%,18.30%,0.158,0.284,0.252,0.318,0.411,0.32,99,4.7,-5,-46.6,16.4
2002,Reds,2289,6254,169,709,678,116,9.30%,19.00%,0.155,0.293,0.253,0.33,0.408,0.322,91,1.8,-73.3,36.4,16.4
2004,Twins,2055,6286,191,780,735,116,8.20%,15.60%,0.166,0.29,0.266,0.332,0.431,0.33,97,-3.6,-31.5,-15.6,16.4
2009,Reds,2180,6187,158,673,637,96,8.60%,18.20%,0.147,0.282,0.247,0.318,0.394,0.313,84,-6.7,-130.4,94.3,16.3
1988,Rangers,1780,6157,112,637,589,130,8.80%,16.60%,0.117,0.288,0.252,0.32,0.368,0.31,92,-0.5,-54.4,8.6,16.3
1990,Angels,1689,6267,147,690,646,69,9.00%,16.00%,0.131,0.291,0.26,0.329,0.391,0.324,104,-5.7,19.4,-63.1,16.3
1980,Indians,1770,6259,89,738,692,118,9.90%,10.00%,0.104,0.296,0.277,0.35,0.381,0.331,102,-0.3,12.4,-66.6,16.3
1981,Angels,1134,4191,97,476,439,44,9.40%,13.60%,0.124,0.278,0.256,0.33,0.38,0.326,109,-2.9,36.6,-15.1,16.3
2009,Giants,2222,6057,122,657,612,78,6.50%,19.10%,0.132,0.302,0.257,0.309,0.389,0.305,83,6.8,-121.3,88.9,16.3
2007,Blue Jays,1892,6197,165,753,719,57,8.60%,16.80%,0.16,0.29,0.259,0.327,0.419,0.326,95,-11.8,-47.7,-0.8,16.2
2009,Padres,2096,6179,141,638,604,82,9.50%,19.10%,0.138,0.284,0.242,0.321,0.381,0.309,93,-7.7,-64.5,27.5,16.2
2008,Blue Jays,1855,6191,126,714,681,80,8.40%,15.20%,0.135,0.295,0.264,0.331,0.399,0.322,94,-7.6,-57.4,10.4,16.2
1979,Mariners,1850,6206,132,711,676,126,8.30%,11.70%,0.135,0.286,0.269,0.331,0.404,0.327,96,6.1,-24.5,-22.9,16.1
1996,Reds,2287,6213,191,778,733,171,9.70%,18.30%,0.166,0.289,0.256,0.331,0.422,0.329,97,4.4,-21.7,2,16.1
1987,Mariners,1712,6145,161,760,717,174,8.10%,14.00%,0.156,0.295,0.272,0.335,0.428,0.333,99,1.1,-9,-37,16.1
1988,Cubs,2094,6203,113,660,612,120,6.50%,14.70%,0.122,0.291,0.261,0.31,0.383,0.309,92,2,-54.4,10.4,16.1
1987,Expos,2180,6162,120,741,695,166,8.10%,14.90%,0.135,0.297,0.265,0.328,0.401,0.317,91,-0.8,-74.7,25.5,16.1
2013,Rockies,2282,6152,159,706,673,112,6.90%,19.60%,0.149,0.317,0.27,0.323,0.418,0.324,90,13.8,-58.6,24.5,16
2003,Cubs,2179,6187,172,724,691,73,8.00%,18.70%,0.157,0.297,0.259,0.323,0.416,0.321,91,-16,-90.3,50.9,16
1998,Phillies,2166,6300,126,713,672,97,8.10%,17.10%,0.131,0.303,0.264,0.326,0.395,0.317,87,-0.3,-105.3,69.6,16
2008,White Sox,1857,6231,235,811,785,67,8.70%,16.30%,0.185,0.281,0.263,0.332,0.448,0.339,101,-20.5,-10.8,-39.4,16
2009,Indians,1807,6320,161,773,730,84,9.20%,19.20%,0.153,0.308,0.264,0.339,0.417,0.333,100,-1.2,-0.9,-54.8,16
1974,Brewers,1854,6090,120,647,612,106,8.20%,14.90%,0.125,0.271,0.244,0.309,0.369,0.311,95,-6.3,-37.6,-5.6,16
2009,Nationals,2170,6273,156,710,685,73,9.80%,19.30%,0.148,0.302,0.258,0.337,0.406,0.327,96,-4.6,-36.8,-6.3,15.9
2004,Devil Rays,1814,6098,145,714,685,132,7.70%,15.50%,0.147,0.286,0.258,0.32,0.405,0.315,87,11.7,-87,41.6,15.9
2009,Cubs,2090,6244,161,707,678,56,9.50%,19.00%,0.152,0.296,0.255,0.332,0.407,0.324,90,-12,-88.1,45.9,15.9
1989,Mariners,1724,6134,134,694,653,81,8.00%,13.70%,0.126,0.279,0.257,0.32,0.384,0.318,96,-7.6,-38.2,-13.7,15.9
1988,Brewers,1677,6066,113,682,632,159,7.20%,15.00%,0.118,0.288,0.257,0.314,0.375,0.308,92,6.4,-52.4,4.9,15.9
2011,Giants,2243,6091,121,570,534,85,7.40%,18.40%,0.126,0.281,0.242,0.303,0.368,0.295,88,-4.5,-85.9,46,15.8
2006,Red Sox,1864,6435,192,820,777,51,10.40%,16.40%,0.166,0.298,0.269,0.351,0.435,0.34,100,-10.3,-13.3,-43.5,15.8
2000,Cubs,2266,6394,183,764,722,93,9.90%,17.50%,0.156,0.288,0.256,0.335,0.411,0.327,89,2.4,-94.1,47.8,15.8
2010,Nationals,2243,6100,149,655,634,110,8.20%,20.00%,0.14,0.294,0.25,0.318,0.39,0.313,90,-11,-84.1,44.1,15.8
2006,Giants,2170,6136,163,746,711,58,8.10%,14.50%,0.163,0.282,0.259,0.324,0.422,0.32,88,-17.7,-118.2,73.5,15.7
1989,White Sox,1685,6132,94,693,661,97,7.60%,14.20%,0.112,0.305,0.271,0.328,0.383,0.32,100,-3.3,-6.4,-49.5,15.7
2001,Blue Jays,1859,6284,195,767,728,156,7.50%,17.40%,0.167,0.293,0.263,0.325,0.43,0.324,94,7,-38.9,-18.5,15.7
2009,Mets,2225,6159,95,671,631,122,8.50%,15.10%,0.124,0.307,0.27,0.335,0.394,0.32,94,0.3,-42.5,1,15.7
2011,Nationals,2106,6090,154,624,594,106,7.70%,21.70%,0.14,0.292,0.242,0.309,0.383,0.305,89,10.2,-66.9,25.4,15.7
2009,Athletics,1797,6247,135,759,723,133,8.40%,16.70%,0.135,0.298,0.262,0.328,0.397,0.32,94,14.8,-36,-20.3,15.7
2006,Rangers,1701,6273,183,835,799,53,8.10%,16.90%,0.168,0.311,0.278,0.338,0.446,0.337,97,-7,-31.1,-21.7,15.6
2007,Orioles,1852,6264,142,756,718,144,8.00%,15.00%,0.141,0.302,0.272,0.333,0.412,0.327,95,-3.4,-39.6,-17.2,15.6
2000,Diamondbacks,2103,6241,179,792,756,97,8.60%,15.60%,0.164,0.29,0.265,0.333,0.429,0.332,88,-0.1,-102.7,59.2,15.6
1981,Rangers,1112,3972,49,452,418,46,7.40%,10.00%,0.099,0.289,0.27,0.326,0.369,0.316,102,-5.9,3.1,22.7,15.6
2007,Reds,2050,6332,204,783,747,97,8.50%,17.60%,0.17,0.298,0.267,0.335,0.436,0.335,94,-6.5,-57.6,8.4,15.6
1976,Rangers,1680,6271,80,616,574,87,9.10%,12.90%,0.091,0.278,0.25,0.321,0.341,0.308,96,-1,-29.2,-20.5,15.6
1986,Twins,1822,6151,196,741,700,81,8.10%,15.90%,0.167,0.284,0.261,0.325,0.428,0.333,100,-8.7,-8.4,-45.8,15.5
2000,Rockies,2221,6453,161,968,905,131,9.30%,14.10%,0.161,0.322,0.294,0.362,0.455,0.353,82,-1,-155.8,100.6,15.5
1992,Giants,2280,6070,105,574,532,112,7.20%,17.60%,0.111,0.283,0.244,0.302,0.355,0.297,88,-3.5,-82.6,39.6,15.5
1999,Tigers,1902,6096,212,747,704,108,7.50%,17.20%,0.181,0.287,0.261,0.326,0.443,0.334,92,-10.1,-73.6,19.8,15.5
1991,Astros,2277,6147,79,605,570,125,8.20%,16.70%,0.102,0.285,0.244,0.309,0.347,0.297,88,-2,-89.1,40,15.5
1984,Giants,2273,6293,112,682,646,126,8.40%,15.60%,0.109,0.301,0.265,0.328,0.375,0.317,101,-5.2,5,-70.2,15.5
2007,Mariners,1912,6209,153,794,754,81,6.30%,13.90%,0.138,0.313,0.287,0.337,0.425,0.333,103,-8.9,11.4,-68.4,15.4
1987,Twins,1805,6090,196,786,733,113,8.60%,14.70%,0.168,0.28,0.261,0.328,0.43,0.329,95,-7.5,-44.1,-7.3,15.4
1988,Angels,1801,6215,124,714,659,86,7.50%,13.20%,0.124,0.284,0.261,0.321,0.385,0.317,99,-7.3,-13.5,-46.9,15.4
1989,Royals,1876,6151,101,690,653,154,9.00%,14.60%,0.112,0.293,0.261,0.329,0.373,0.318,98,8.3,-3.6,-56.4,15.4
2007,Padres,2110,6326,171,741,704,55,8.80%,19.40%,0.16,0.291,0.251,0.322,0.411,0.32,96,-0.8,-34.3,-16.6,15.4
1984,White Sox,2085,6155,172,679,640,109,8.50%,14.30%,0.148,0.264,0.247,0.314,0.395,0.318,94,2.1,-40.7,-6.6,15.4
1988,Astros,2150,6127,96,617,575,198,7.70%,13.70%,0.107,0.27,0.244,0.306,0.351,0.295,91,8.1,-50.6,2,15.4
2011,Blue Jays,1748,6210,186,743,704,131,8.50%,19.10%,0.164,0.283,0.249,0.317,0.413,0.319,97,11.1,-12.7,-42.2,15.3
2000,Orioles,1901,6238,184,794,750,126,8.90%,14.40%,0.163,0.293,0.272,0.341,0.435,0.338,98,-3.9,-19,-38.4,15.3
2007,Rangers,1865,6214,179,816,768,88,8.10%,19.70%,0.163,0.305,0.263,0.328,0.426,0.329,94,14,-32,-26.5,15.3
2008,Padres,2150,6244,154,637,615,36,8.30%,20.20%,0.14,0.294,0.25,0.317,0.39,0.311,92,0,-59.4,8,15.3
2000,Padres,2168,6290,157,751,714,131,9.60%,18.70%,0.148,0.294,0.254,0.33,0.402,0.321,91,2.6,-78,31,15.3
1990,Red Sox,1692,6233,106,699,660,53,9.60%,12.70%,0.123,0.3,0.272,0.344,0.395,0.332,102,-12.5,2.9,-55,15.3
2004,Reds,2010,6278,194,750,713,77,9.50%,21.30%,0.168,0.295,0.25,0.331,0.418,0.326,92,-11.9,-80.1,25.6,15.3
1992,Mariners,1795,6180,149,679,638,100,7.70%,13.60%,0.139,0.285,0.263,0.323,0.402,0.326,102,-2.6,8.9,-65,15.3
1983,Cubs,2244,6132,140,701,649,84,7.70%,14.10%,0.141,0.285,0.261,0.319,0.401,0.32,91,0.1,-60.4,7.8,15.3
2010,White Sox,1784,6118,177,752,710,160,7.60%,15.10%,0.152,0.292,0.268,0.332,0.42,0.332,100,-1.1,-0.6,-58.4,15.2
1982,Twins,1658,6115,148,657,624,38,7.80%,14.50%,0.138,0.28,0.257,0.316,0.396,0.318,90,-5.3,-79.2,35.2,15.2
1984,Angels,1772,6161,150,694,649,80,9.00%,15.00%,0.132,0.273,0.249,0.32,0.381,0.316,96,-4.5,-35.1,-15.9,15.1
1983,Royals,1736,6083,109,696,653,182,6.50%,11.90%,0.126,0.293,0.271,0.32,0.397,0.319,96,16.9,-10.7,-45.4,15.1
2009,Diamondbacks,2040,6269,173,720,686,102,9.10%,20.70%,0.165,0.299,0.253,0.324,0.418,0.324,89,1.6,-86.7,34.7,15
2009,Pirates,2042,6058,125,636,612,90,8.20%,18.90%,0.135,0.296,0.252,0.318,0.387,0.31,86,-4.9,-111.7,66.3,15
1979,Padres,2183,6169,93,603,559,100,8.70%,12.50%,0.106,0.264,0.242,0.311,0.348,0.295,85,-1.6,-112.2,51.7,15
